1|111|111|0160096020131125009600000786014|2013-11-25|11:59:18|SALE|1122334|1|EA|999.99|999.99||1103.000|2193484342|||||48393|2013-11-24||
1|111|111|0160096020131125009600000786037|2013-11-25|11:59:18|SALE|1122334|1|EA|999.99|999.99||1103.000|2586980717|||Y||7470|2013-11-24||
1|111|111|0160096020131125009600000786039|2013-11-25|11:59:19|SALE|1122334|1|EA|999.99|999.99||1103.000|2375053973|||Y||11961|2013-11-24||
1|111|111|0160096020131125009600000786056|2013-11-25|11:59:19|SALE|1122334|1|EA|999.99|999.99||1103.000|2586607400|||Y||7853|2013-11-24||
1|111|111|0160096020131125009600000786080|2013-11-25|11:59:20|SALE|1122334|1|EA|999.99|999.99||1103.000|2586609062|||Y||11721|2013-11-24||
1|111|111|0160096020131125009600000786107|2013-11-25|11:59:21|SALE|1122334|1|EA|999.99|999.99||1103.000|2485929389|||Y||10016|2013-11-24||
1|111|111|0160096020131125009600000786457|2013-11-25|12:02:20|SALE|1122334|1|EA|999.99|999.99||1103.000|2541598789|||Y||91303|2013-11-24|116|
1|111|111|0160096020131125009600000786475|2013-11-25|12:02:49|SALE|1122334|1|EA|999.99|999.99||1103.000|36570579|||Y||30038|2013-11-25|389|
1|111|111|0160096020131125009600000787059|2013-11-25|12:04:22|SALE|1122334|1|EA|999.99|999.99||1103.000|2587123395|||||10309|2013-11-24||
1|111|111|0160096020131125009600000787064|2013-11-25|12:04:22|SALE|1122334|1|EA|999.99|999.99||1103.000|2587128658|||||63301|2013-11-24||
1|111|111|0160096020131125009600000787069|2013-11-25|12:04:22|SALE|1122334|1|EA|999.99|999.99||1103.000|1732738377|||Y||40769|2013-11-24||
1|111|111|0160096020131125009600000787090|2013-11-25|12:04:23|SALE|1122334|1|EA|999.99|999.99||1103.000|156572383|||Y||2131|2013-11-24||
1|111|111|0160096020131125009600000787132|2013-11-25|12:04:24|SALE|1122334|1|EA|999.99|999.99||1103.000|2586609236|||Y||12534|2013-11-24||
1|111|111|0160096020131125009600000787174|2013-11-25|12:04:24|SALE|1122334|1|EA|999.99|999.99||1103.000|2586630491|||||44601|2013-11-24||
1|111|111|0160096020131125009600000787164|2013-11-25|12:04:25|SALE|1122334|1|EA|999.99|999.99||1103.000|2586630632|||||1864|2013-11-24||
1|111|111|0160096020131125009600000787860|2013-11-25|12:04:51|SALE|1122334|1|EA|999.99|999.99||1103.000|1629299295|||||60706|2013-11-24|319|
1|111|111|0160096020131125009600000788842|2013-11-25|12:08:12|SALE|1122334|1|EA|949.99|949.99||1103.000|1637569271|||||98003|2013-11-24|372|
1|111|111|0160096020131125009600000788875|2013-11-25|12:08:49|SALE|1122334|1|EA|999.99|999.99||1103.000|2586684576|||||77338|2013-11-24|255|
1|111|111|0160096020131125009600000788943|2013-11-25|12:10:24|SALE|1122334|1|EA|999.99|999.99||1103.000|1460850971|||Y||2026|2013-11-24|436|
1|111|111|0160096020131125009600000789164|2013-11-25|12:11:07|SALE|1122334|1|EA|999.99|999.99||1103.000|2586638194|||||48164|2013-11-24||
1|111|111|0160096020131125009600000789989|2013-11-25|12:14:12|SALE|1122334|1|EA|999.99|999.99||1103.000|2516678136|||||91403|2013-11-25|764|
1|111|111|0160096020131125009600000789999|2013-11-25|12:14:13|SALE|1122334|1|EA|999.99|999.99||1103.000|798569390|||Y||7083|2013-11-24|472|
1|111|111|0160096020131125009600000790819|2013-11-25|12:16:53|SALE|1122334|1|EA|999.99|999.99||1103.000|2581646137|||Y||42301|2013-11-24|1121|
